subj,anx_trait,anx_react_T,anx_react_D,anx_state_sd,conf_trait,conf_react_T,conf_react_D,conf_state_sd
1,2.888888888888889,-2.401709885632739e-16,0.24999999999999895,2.4026809644631277,2.4444444444444446,-5.833333333333329,-0.5833333333333326,1.3891503021960954
2,4.388888888888889,-1.0416666666666676,0.9999999999999984,1.484671130591914,1.5,-0.41666666666666585,-0.16666666666666674,1.7377018855768256
3,4.055555555555555,-2.1169817311927762e-15,0.4999999999999989,1.1231375287544851,4.555555555555555,0.6249999999999997,-4.996003610813204e-16,0.9942645983355073
4,1.4444444444444444,3.541666666666663,0.6666666666666661,0.845016146343784,4.0,-6.2499999999999964,-0.6666666666666686,0.8892972917998877
5,4.111111111111111,-2.0833333333333313,0.4166666666666665,1.9169863331039136,3.2777777777777777,-1.8749999999999991,0.24999999999999886,1.253752537320105
6,3.888888888888889,4.166666666666662,-0.08333333333333329,1.1238647140224827,3.0,-1.4583333333333308,-1.4166666666666672,1.1785113019775793
7,3.6666666666666665,0.6249999999999991,0.0,1.519481335657587,2.9444444444444446,1.2500000000000018,-1.0833333333333337,1.5681678248189463
8,5.055555555555555,4.374999999999996,0.5833333333333315,1.1785113019775793,2.5555555555555554,-5.416666666666661,-0.7499999999999979,0.8865369210688863
9,6.888888888888889,-1.8034610999167777e-15,0.08333333333333201,0.29428100038830657,1.1111111111111112,-0.6250000000000012,0.4166666666666663,1.560333465281001
10,5.388888888888889,3.33333333333333,0.16666666666666594,0.6907417628944524,2.7777777777777777,-2.499999999999998,-0.6666666666666669,1.8077538151554682
11,6.277777777777778,1.4583333333333302,-0.16666666666666777,1.1497371111852488,2.2777777777777777,-1.2500000000000002,-0.2500000000000004,1.13255451902418
12,4.777777777777778,2.7083333333333273,0.6666666666666655,1.5744072439920493,1.7222222222222223,-2.7083333333333286,-1.0833333333333337,1.2220736689281795
13,3.5,5.208333333333329,-0.24999999999999997,0.6391374907061419,2.6666666666666665,-5.416666666666665,-0.1666666666666679,0.8323523637957305
14,5.611111111111111,3.7499999999999947,0.5833333333333325,1.0424017014517688,2.888888888888889,-4.166666666666664,-1.0000000000000022,1.293523333527109
15,3.6666666666666665,1.041666666666663,2.9166666666666634,1.5392469086379983,2.111111111111111,-1.2499999999999936,-2.416666666666667,1.9807076044633862
16,6.277777777777778,1.2499999999999982,0.2499999999999981,1.3582235610642548,4.5,-1.458333333333333,0.5833333333333326,2.5622957434933586
17,3.388888888888889,2.0833333333333304,0.2499999999999984,1.199809353047446,3.4444444444444446,-3.1249999999999973,-1.083333333333332,1.0178151661369075
18,3.9444444444444446,1.041666666666665,0.2499999999999993,1.9512020762810962,1.8333333333333333,-1.0416666666666652,-0.5000000000000004,2.3849336461906074
19,4.5,3.958333333333328,0.5833333333333314,0.7519039015221181,4.5,-4.374999999999994,-0.2500000000000009,1.1274936053323583
20,5.333333333333333,2.1649348980190553e-15,-0.4999999999999999,2.072225288683357,2.6666666666666665,-5.833333333333332,-0.333333333333335,1.0097563285948026
21,3.3333333333333335,-0.8333333333333347,0.41666666666666663,1.6866449661473113,2.8333333333333335,-4.166666666666664,-0.6666666666666651,1.864704851446077
22,5.0,5.416666666666662,0.1666666666666662,1.0786096109392211,1.4444444444444444,-3.541666666666666,-0.6666666666666677,1.11217269548176
23,3.9444444444444446,3.7499999999999956,0.666666666666665,0.7879816195062793,3.2777777777777777,-2.9166666666666647,4.996003610813204e-16,0.9667680812251804
24,6.055555555555555,2.0833333333333304,0.3333333333333329,1.4529663145135576,5.166666666666667,-0.8333333333333304,-0.16666666666666663,2.310815717673253
25,4.611111111111111,4.583333333333328,0.6666666666666646,1.0065147268792627,5.111111111111111,0.4166666666666672,0.24999999999999944,1.1497371111852488
26,1.2222222222222223,2.7083333333333304,1.1666666666666645,1.7268544072361312,2.7222222222222223,-1.6666666666666625,-1.166666666666667,2.056394458739529
27,4.277777777777778,-0.6250000000000007,-0.33333333333333304,2.529886716314709,1.5555555555555556,-1.874999999999999,-0.6666666666666672,1.2452524221101688
28,4.333333333333333,3.7499999999999942,0.3333333333333317,0.9323524257230384,4.611111111111111,1.0416666666666643,0.9166666666666659,1.6379885640466822
29,4.0,2.7083333333333304,0.8333333333333314,1.7753762373969428,3.2777777777777777,0.20833333333333284,-0.3333333333333338,1.8172197395195073
30,4.944444444444445,2.083333333333329,0.24999999999999878,0.742060371379069,3.4444444444444446,-2.2916666666666647,-0.08333333333333409,0.991796415963959
31,5.666666666666667,0.41666666666666496,0.416666666666666,0.8174965771150184,2.388888888888889,0.20833333333333542,-0.9166666666666662,1.5852671369282958
32,3.7222222222222223,3.958333333333328,0.16666666666666544,0.6776063213971558,2.8333333333333335,-2.708333333333328,-0.4166666666666674,0.9375953110592339
33,3.6666666666666665,2.4999999999999973,0.08333333333333307,1.0823902380615693,3.2777777777777777,-2.7083333333333317,-0.2500000000000013,0.6076849889141858
34,5.055555555555555,2.7083333333333295,0.4999999999999992,0.9436751961437756,2.0555555555555554,-3.7499999999999987,-0.3333333333333345,0.8440487549031719
35,5.666666666666667,1.458333333333331,0.24999999999999967,0.8104706935466816,2.5555555555555554,-0.6249999999999991,-9.853229343548264e-16,2.4351054519448443
36,4.277777777777778,3.1249999999999947,0.2499999999999987,1.0178151661369075,3.1666666666666665,-3.7499999999999947,-1.3333333333333337,0.7962329609508609
37,6.555555555555555,0.20833333333333293,0.08333333333333309,0.5016313257045502,1.3333333333333333,-2.4999999999999987,-0.8333333333333344,1.2757158697735782
38,5.5,3.541666666666663,0.6666666666666659,1.2916271341198944,3.388888888888889,-3.958333333333331,-1.166666666666668,1.9169863331039134
39,2.888888888888889,1.0416666666666639,0.24999999999999933,1.4153684940170914,2.3333333333333335,-2.291666666666664,-0.6666666666666671,0.9402057902951754
40,4.277777777777778,1.4583333333333313,-7.355227538141662e-16,1.8493065296274913,3.4444444444444446,-2.2916666666666647,-0.33333333333333426,1.5151737966276106
41,4.333333333333333,1.8749999999999956,0.749999999999999,2.479326284200894,1.6111111111111112,-0.4166666666666652,-1.1666666666666674,1.5924659219017216
42,6.055555555555555,2.7083333333333313,0.16666666666666607,2.0360316393910254,,,,
43,4.444444444444445,0.6249999999999976,0.41666666666666574,1.121681743918712,3.4444444444444446,0.8333333333333335,-4.3021142204224816e-16,1.6006534613300825
44,,,,,0.3888888888888889,1.4583333333333335,3.80576437096348e-16,1.5237766978257021
45,5.166666666666667,2.9166666666666616,0.9166666666666647,1.0854052584926048,2.0555555555555554,-2.499999999999995,-1.2500000000000004,1.286556939342342
46,4.722222222222222,4.583333333333328,0.9999999999999991,0.9253157030585818,4.722222222222222,4.583333333333334,1.0833333333333337,1.199809353047446
47,5.277777777777778,-4.0864756981355344e-15,0.16666666666666602,1.5445455367300376,1.5,-0.6249999999999957,-1.4166666666666654,1.1950332945836273
48,2.7222222222222223,-5.833333333333329,-0.6666666666666657,0.9358509461789586,2.6666666666666665,-6.666666666666662,-0.7499999999999988,1.1468912228821802
49,5.222222222222222,1.2499999999999956,0.583333333333333,2.2812821758855417,1.4444444444444444,-1.2499999999999984,-1.5,1.5883563255747952
50,3.4444444444444446,1.6666666666666634,-0.25000000000000044,1.0884119270183588,3.5555555555555554,-3.333333333333329,-0.2500000000000007,0.8527157691790013
51,3.888888888888889,3.1249999999999956,0.9999999999999978,1.5237766978257024,4.722222222222222,-2.7083333333333277,-1.3333333333333341,0.9743440897489747
52,5.5,-0.20833333333333573,1.4999999999999976,1.6454532323555358,1.7777777777777777,5.10702591327572e-15,-1.0833333333333333,1.458018173228322
53,5.277777777777778,4.1666666666666625,0.666666666666665,1.0966377611066325,1.7777777777777777,-3.7499999999999947,-0.3333333333333334,0.9323524257230384
54,3.2777777777777777,-3.1249999999999964,-0.9166666666666664,0.6978023391872253,3.7222222222222223,-3.9583333333333304,-1.083333333333332,0.5968325982440951
55,1.4444444444444444,-1.4583333333333295,-0.9166666666666667,0.8498365855987975,2.0,-1.4583333333333321,-0.749999999999999,1.0921586228732252
56,3.2777777777777777,3.3333333333333304,0.3333333333333317,1.9165600993392002,2.0555555555555554,-2.0833333333333317,-4.3021142204224816e-16,1.2859217593780072
57,3.1666666666666665,0.6249999999999959,0.999999999999999,1.4217038475242865,4.333333333333333,-3.5416666666666603,-0.5833333333333343,0.9983646759294877
58,3.9444444444444446,6.458333333333328,0.16666666666666458,0.9226630964455461,2.3333333333333335,-6.458333333333327,-0.3333333333333337,1.1638621754308769
59,4.888888888888889,0.8333333333333303,0.5833333333333328,1.1411781551095983,5.388888888888889,-0.2083333333333315,-0.08333333333333413,1.5645166724265527
60,4.944444444444445,3.5416666666666634,0.3333333333333308,1.4170991266105992,3.2222222222222223,-2.4999999999999987,5.551115123125783e-16,2.0706476521480917
61,3.6666666666666665,6.458333333333328,-0.4166666666666683,1.5769997160986313,3.7222222222222223,-6.458333333333329,-0.333333333333334,0.821484388961342
62,3.7777777777777777,0.20833333333333304,-0.3333333333333336,0.7551565651628124,3.6666666666666665,0.2083333333333347,-0.2500000000000006,0.6978023391872253
63,1.2777777777777777,1.6666666666666625,0.16666666666666635,1.7914101503556874,4.222222222222222,-6.45833333333333,-1.0833333333333353,1.104062610709199
64,4.388888888888889,5.624999999999995,0.08333333333333154,1.4337208778404378,2.388888888888889,-2.916666666666664,-0.4999999999999993,1.499455238769032
65,5.611111111111111,2.9166666666666616,-0.4166666666666674,1.3820747877572501,2.611111111111111,-3.5416666666666616,-8.604228440844963e-16,1.0763348605457985
66,4.388888888888889,2.291666666666661,0.49999999999999956,1.7456762646364399,4.333333333333333,1.0416666666666683,0.2499999999999996,1.625973815801842
67,4.055555555555555,2.9166666666666603,0.08333333333333223,2.169681160878086,3.0,-3.541666666666664,0.5833333333333325,2.5159621140782553
68,4.222222222222222,2.708333333333332,1.1666666666666652,1.8333333333333333,3.0,-1.6666666666666605,-1.5,1.4072640679214208
69,5.166666666666667,3.9583333333333277,2.0833333333333295,1.7197431028701007,2.611111111111111,-3.958333333333328,-1.4166666666666672,1.7386419461733527
70,5.722222222222222,0.41666666666666385,-0.2500000000000008,1.3820747877572501,2.2777777777777777,0.6249999999999976,0.833333333333333,1.9101551796797862
