subj,anx_trait,anx_react_T,anx_react_D,anx_state_sd,conf_trait,conf_react_T,conf_react_D,conf_state_sd
1,4.111111111111111,6.666666666666662,0.4166666666666642,0.6009252125773316,3.2222222222222223,-5.2083333333333295,-0.6666666666666649,0.8975274678557508
2,4.0,2.91666666666666,1.9166666666666643,1.2373543355215542,3.5555555555555554,-2.4999999999999947,-1.5000000000000004,1.9284590346610977
3,3.4444444444444446,1.2499999999999976,0.4999999999999991,0.636575807088154,3.4444444444444446,-2.7083333333333295,-0.4999999999999991,0.42969817648649256
4,4.944444444444445,0.8333333333333306,0.9999999999999984,2.003265308296641,2.0,-1.0416666666666645,-0.49999999999999967,0.908385049795961
5,3.7777777777777777,3.124999999999995,0.5833333333333315,0.909283996131525,3.9444444444444446,-3.541666666666662,-0.833333333333332,1.1666666666666667
6,5.388888888888889,3.3333333333333295,0.4166666666666653,1.207952948917045,5.611111111111111,0.2083333333333303,0.5833333333333323,1.4014464982944226
7,4.777777777777778,-2.7083333333333353,0.6666666666666671,2.5065274262537187,3.111111111111111,-3.9583333333333273,-1.6666666666666645,0.8902155133060303
8,6.833333333333333,-2.192690473634684e-15,0.08333333333333325,0.5064937785525291,1.2222222222222223,-3.1249999999999973,0.2500000000000007,2.000816826662603
9,4.944444444444445,0.624999999999997,0.49999999999999867,0.6275275688551083,5.111111111111111,1.2499999999999993,-6.245004513516506e-16,0.5301374837096382
10,1.7777777777777777,3.541666666666663,0.16666666666666552,1.3437096247164249,4.333333333333333,-3.333333333333327,-0.7500000000000009,1.135436341797509
11,4.166666666666667,5.208333333333329,0.41666666666666463,1.2589548523523144,2.1666666666666665,-4.7916666666666625,-0.49999999999999833,0.8716673227605974
12,5.0,1.8749999999999962,1.499999999999998,0.9909723224141274,2.9444444444444446,-0.4166666666666642,-0.6666666666666661,2.203680818613893
13,5.222222222222222,2.4999999999999964,0.4999999999999986,0.4917622040778216,2.3333333333333335,-2.083333333333329,-1.1666666666666654,0.9002541398626663
14,3.5,1.4583333333333308,0.41666666666666563,1.0921586228732254,3.2222222222222223,-2.2916666666666647,-0.1666666666666661,0.733199631305421
15,,,,,,,,
16,6.333333333333333,0.4166666666666632,0.7499999999999989,0.997546008570876,0.6666666666666666,7.216449660063518e-16,-1.942890293094024e-16,0.3429971702850177
17,3.8333333333333335,5.624999999999996,-0.2500000000000016,1.886484436567597,2.4444444444444446,-4.999999999999995,-1.3333333333333313,0.870729541614687
18,3.5555555555555554,3.3333333333333286,2.249999999999997,0.9332282854048832,4.166666666666667,-4.166666666666661,-1.833333333333331,1.0694815798662465
19,5.222222222222222,2.9166666666666616,0.666666666666665,1.3600269124595952,3.2777777777777777,-2.0833333333333317,0.166666666666667,1.5801050680710418
20,3.5555555555555554,4.1666666666666625,0.666666666666665,0.9633818428657448,4.388888888888889,-4.374999999999996,-0.8333333333333317,0.8641365784086394
21,4.0,3.749999999999996,0.24999999999999845,0.5,3.6666666666666665,-2.0833333333333304,-0.8333333333333325,0.8323523637957304
22,2.9444444444444446,5.416666666666663,0.4166666666666648,1.166666666666667,2.9444444444444446,-3.333333333333331,-0.6666666666666654,1.1433239009500589
23,3.611111111111111,3.124999999999996,0.9166666666666647,0.7941781627873975,3.3333333333333335,-3.5416666666666603,-1.083333333333332,0.8023657829651027
24,5.055555555555555,3.9583333333333277,1.7499999999999973,1.2537525373201053,3.611111111111111,-5.624999999999996,-0.9166666666666645,1.2589548523523144
25,5.222222222222222,2.7083333333333286,0.8333333333333316,1.0610452362948775,1.9444444444444444,-1.2499999999999956,-1.3333333333333324,0.8593963529729853
26,5.222222222222222,-0.41666666666666874,0.33333333333333304,0.8892972917998876,3.5,0.20833333333333606,-1.416666666666666,0.9020673423841915
27,3.611111111111111,3.5416666666666607,1.333333333333331,0.7013059712846291,2.9444444444444446,-3.749999999999995,-0.5833333333333321,1.0793667957365385
28,2.2222222222222223,3.1249999999999956,1.1666666666666647,1.2478740090584708,4.666666666666667,-4.583333333333329,-0.4166666666666654,1.633493389516704
29,4.166666666666667,4.5833333333333295,-0.5000000000000009,1.5038078030442363,3.3333333333333335,-4.3749999999999964,-0.2499999999999989,1.7904977947322853
30,3.4444444444444446,4.7916666666666625,0.2499999999999983,0.9582800496696002,5.0,-3.541666666666661,-0.8333333333333321,1.879107700913917
31,4.5,2.2916666666666634,0.6666666666666652,1.0763348605457985,3.611111111111111,-1.8749999999999973,-0.7499999999999992,0.991796415963959
32,3.0,-0.8333333333333327,5.551115123125783e-17,1.7111705277859943,4.0,0.2083333333333347,-0.5,1.2991953266279965
33,3.2222222222222223,5.833333333333326,1.2499999999999967,1.3017082793177757,3.7777777777777777,-3.9583333333333273,-0.41666666666666574,1.8899458788115073
34,1.1111111111111112,2.291666666666665,-0.5833333333333336,1.509230856356236,2.611111111111111,-3.9583333333333286,-0.08333333333333219,1.6735153404648675
35,4.0,1.8749999999999953,0.8333333333333319,1.1033223742125002,3.3333333333333335,-1.4583333333333304,-0.416666666666667,1.0369008625190792
36,4.055555555555555,3.9583333333333295,0.3333333333333317,0.7197040059699199,3.2777777777777777,-3.3333333333333286,-1.1666666666666652,0.903876907577734
37,5.5,1.0416666666666643,-4.163336342344337e-16,0.8975274678557505,3.1666666666666665,-4.166666666666663,0.08333333333333418,1.0392619301586699
38,5.555555555555555,0.41666666666666485,-0.2500000000000002,0.742060371379069,4.777777777777778,-2.0833333333333295,-0.5833333333333326,1.0793667957365385
39,4.277777777777778,5.833333333333329,1.1666666666666636,2.714039990843065,5.222222222222222,-2.708333333333331,-0.999999999999999,2.3392781412696997
40,5.722222222222222,2.291666666666664,-0.0833333333333341,2.2586073562136653,0.5,-1.0416666666666654,-0.1666666666666663,0.39811648047543047
41,3.6666666666666665,4.583333333333329,0.8333333333333314,0.6763995415945232,3.4444444444444446,4.374999999999996,0.2499999999999983,1.2589548523523144
42,2.8333333333333335,-3.541666666666665,-0.916666666666665,1.0740552924509195,2.3333333333333335,-2.916666666666663,-0.833333333333332,0.949716159867634
43,4.888888888888889,2.499999999999994,0.7499999999999984,1.2865569393423422,3.7222222222222223,-2.2916666666666647,0.25000000000000006,2.513362978969072
44,4.666666666666667,5.624999999999994,0.9166666666666639,1.1785113019775793,2.611111111111111,-4.791666666666662,-0.7499999999999986,1.7386419461733533
45,6.222222222222222,-0.416666666666667,-0.16666666666666677,1.5038078030442363,3.111111111111111,1.2500000000000004,0.33333333333333304,0.9462689029030316
46,4.5,-5.2083333333333295,-1.7499999999999971,1.5934916649529454,5.111111111111111,-4.374999999999995,-1.7499999999999978,1.6138696240399015
47,2.8333333333333335,3.7499999999999956,0.16666666666666557,1.298566328611643,2.0555555555555554,-2.2916666666666607,-1.0833333333333337,0.818495351558502
48,6.444444444444445,0.4166666666666644,-0.4166666666666665,0.8565396258895172,2.888888888888889,-2.291666666666664,-0.6666666666666659,1.6234595514002435
49,6.111111111111111,-1.8750000000000004,-0.999999999999999,2.0118115271851464,2.9444444444444446,3.1250000000000036,-1.9999999999999998,1.9658024023200602
50,3.8333333333333335,-3.541666666666665,-0.5833333333333324,1.685191170474659,4.944444444444445,-4.583333333333332,-0.49999999999999833,1.588356325574795
51,3.2777777777777777,1.4583333333333308,0.9166666666666657,2.5081566285227512,2.5555555555555554,-4.166666666666663,-0.08333333333333244,2.069463635477099
52,2.1666666666666665,-0.8333333333333335,-0.7499999999999996,1.7438032208946666,1.2777777777777777,-2.916666666666665,-0.08333333333333237,1.13255451902418
53,3.7777777777777777,0.41666666666666574,0.41666666666666613,1.3961899602950731,3.5555555555555554,-0.4166666666666675,0.5833333333333328,0.6871842709362768
54,4.111111111111111,3.749999999999995,0.9166666666666646,0.5254938542453881,3.4444444444444446,-3.1249999999999964,-1.1666666666666652,0.7594717806613457
55,5.888888888888889,1.041666666666664,-0.16666666666666724,0.8791335603840091,4.666666666666667,-3.95833333333333,-0.6666666666666654,1.6032034923578782
56,3.888888888888889,3.5416666666666625,0.33333333333333204,1.9922234433833002,4.277777777777778,-6.041666666666662,-0.5833333333333314,1.4337208778404376
57,0.8888888888888888,1.0416666666666665,-0.5833333333333334,1.1274936053323583,1.4444444444444444,-1.0416666666666645,-0.7499999999999992,1.1895514615764053
58,5.888888888888889,-2.3869795029440866e-15,0.4999999999999994,0.7094138241225705,2.1666666666666665,-0.6250000000000006,0.08333333333333319,1.3636264606493256
59,6.277777777777778,1.874999999999997,0.4166666666666655,0.6288281455225325,1.2777777777777777,-1.666666666666664,-0.999999999999999,0.870729541614687
60,3.5555555555555554,2.916666666666663,0.49999999999999817,1.6249685768706401,3.888888888888889,-0.6249999999999991,-0.2500000000000005,1.1390283670370256
61,5.333333333333333,-0.6250000000000029,0.6666666666666662,1.3654226763047845,2.111111111111111,-2.291666666666663,-0.7499999999999991,1.1040626107091993
62,6.388888888888889,0.2083333333333304,0.5833333333333326,1.067952656168331,1.1666666666666667,-1.875,0.3333333333333332,1.873883109614026
63,4.222222222222222,5.208333333333328,0.5833333333333311,1.3443175006238892,4.666666666666667,-4.166666666666662,-0.7499999999999986,0.6727662142861867
64,5.277777777777778,1.6666666666666627,0.583333333333332,1.3654226763047843,3.6666666666666665,-0.8333333333333304,-0.8333333333333328,1.5403080924308108
65,5.166666666666667,1.6666666666666647,-7.355227538141662e-16,1.7225911474978353,4.388888888888889,-2.4999999999999973,-0.16666666666666635,1.8769325552596352
66,4.444444444444445,4.16666666666666,1.5833333333333306,1.6234595514002432,3.5555555555555554,-8.333333333333325,-0.49999999999999745,1.2654276706088277
67,2.611111111111111,1.0416666666666654,-0.9999999999999997,1.599121490845414,2.0,1.0416666666666685,-0.41666666666666674,1.924217861647939
68,5.944444444444445,1.0416666666666656,-0.16666666666666755,2.264026721013701,1.9444444444444444,-2.083333333333332,-0.08333333333333381,1.7154621702376127
69,6.388888888888889,0.83333333333333,0.41666666666666613,0.9810292047913736,2.0,-3.9583333333333295,-0.5833333333333319,1.3247271269149408
70,5.833333333333333,1.4583333333333295,0.41666666666666563,0.6691131580686883,6.055555555555555,1.4583333333333302,0.3333333333333322,0.8754084014224708
71,4.722222222222222,0.833333333333329,1.083333333333332,1.762444084312123,5.166666666666667,-3.3333333333333304,-0.166666666666666,1.7508168028449416
72,4.555555555555555,2.9166666666666625,0.2499999999999986,1.6334933895167045,5.055555555555555,-2.0816681711721685e-15,0.416666666666666,1.4217038475242865
73,5.777777777777778,0.6249999999999966,1.1666666666666654,0.768029479281721,2.5555555555555554,-2.7083333333333295,-1.333333333333332,0.6919235289644662
