item,F1,F2,F3,F4,F5,F6,F7,F8,rotation
AMI_item_0,0.21704819755133647,0.10576625997363558,-0.05441893209464101,-0.08865393720781917,-0.11079509384971946,-0.11656834647199547,0.18827918641061198,0.30657849269090687,varimax
AMI_item_1,-0.05614502167188322,0.06403245456178415,0.18679479562113335,0.1372638969459698,-0.2985911679097166,-0.5195481125962683,0.07281713037945815,-0.00036533519387292287,varimax
AMI_item_2,-0.07219620990294738,0.06601524916276616,0.2178658254124234,0.1384552078775522,-0.1850363608961147,-0.5818734022665591,0.019665082973997404,-0.053750011692901695,varimax
AMI_item_3,-0.1352901707874275,0.016715451485550557,0.17422248779399596,0.2067068203729211,-0.24085384078947344,-0.4760364005119795,-0.02579877897906769,0.07418388829232904,varimax
AMI_item_4,-0.27810176692223915,0.01732909438154036,0.21931855072687048,0.04165055703582403,-0.4795469366137713,-0.2600057954912833,-0.09224033937989652,-0.19289035266189838,varimax
AMI_item_5,-0.2534783407436949,-0.10661346244924606,0.10961667963024904,0.1551336919823354,-0.1766125454124254,-0.006479178035174998,-0.2609632313914655,-0.2257357672960251,varimax
AMI_item_6,-0.021831660932268314,0.06332780457305438,0.018603872122409344,0.013200482761238348,-0.14995031542791398,-0.20235990913577456,0.1700366994243214,0.23851714484401504,varimax
AMI_item_7,-0.2105423218733115,0.05214096134403465,0.17147674797711693,0.18831307446079437,-0.06368594220670222,-0.42299113581632103,-0.043579040121295765,0.01186316419759177,varimax
AMI_item_8,-0.29202544863167024,0.012955873381042895,0.26874502363912434,0.17473776785268466,-0.4870137456401178,-0.2608109224863506,-0.14218557606246993,0.026245630733272456,varimax
AMI_item_9,-0.27507394267302737,0.039024625063405365,0.12554364540923682,0.18628695015664462,-0.4712917377164306,-0.2640772296883013,-0.048642791640980655,-0.021831328191130994,varimax
AMI_item_10,-0.320302637294417,-0.0483541210012525,0.19054983179889276,0.12211308121850167,-0.6386025255174094,-0.08420040418180434,-0.04439281695969226,-0.002013369471126977,varimax
AMI_item_11,-0.2596245504125293,0.00810410754541141,0.21106408425081596,0.1424238081094823,-0.661557099408261,-0.08771971361075148,0.00853700338772371,0.07962492353263156,varimax
AMI_item_12,0.07400144771320223,-0.07136610139014025,-0.0833974583201714,0.06992884597134409,-0.051709517957773427,-0.20283126258804093,0.08012123103611227,0.3333798226826362,varimax
AMI_item_13,-0.03624233555347939,0.016134265147660958,0.09635714179728898,0.09316392777729827,-0.21503208086056894,-0.5517411424806116,0.026491141382412636,0.042216833240217674,varimax
AMI_item_14,-0.2588263542111868,0.02148234348805642,0.21424727503210114,0.1332482441842638,-0.5944521287507136,-0.1604771824989404,-0.00024335150746248487,0.009300015082304424,varimax
AMI_item_15,-0.042045170164247,-0.13494892763873426,-0.02806900131753302,0.12648262325455323,-0.20487052497772656,-0.21323589673084756,0.03729666226683174,0.28995270333526096,varimax
AMI_item_16,-0.16429666899634846,-0.02478300155970196,0.16586875752346275,0.13625887546778614,-0.3121256387821194,-0.36119703729835084,-0.01335502459260229,0.1343684524398016,varimax
AMI_item_17,0.08306412861365953,-0.09511054501513444,-0.08539207653173797,0.06194140492303085,-0.06474653817018873,-0.16240219119440544,0.1006403632706332,0.36346772723265747,varimax
DASS21_item_0,0.39583790066469043,0.2883914297570034,-0.2541394603712427,-0.3435003791300112,0.07817156733720132,0.002559153625372229,0.1243821521438498,0.08521964062471052,varimax
DASS21_item_1,0.19771575402123104,0.4788301222635284,-0.002633015162812389,-0.2379826976924082,-0.08008984125919473,-0.03336633705502366,-0.055729424994575755,0.09668247927184777,varimax
DASS21_item_2,0.36193617738311235,0.2586965374147036,-0.18253051311519183,-0.6212158602848487,0.04994202281075666,0.049365651591685364,0.09222280176602572,-0.10790883178980172,varimax
DASS21_item_3,0.2419088856488182,0.5182156748951164,-0.0588962453140872,-0.2663190539553032,0.0009407978259308899,0.0773998536636994,0.13800276860805766,0.06769402614900612,varimax
DASS21_item_4,0.5439333334174875,0.1517771517881528,-0.23507941708607455,-0.4311435360014818,0.3579992903437998,0.02510301516812353,0.06984099313093929,-0.007527862259314345,varimax
DASS21_item_5,0.34655242988131124,0.35610519228444976,-0.19778799043988146,-0.31880828445671205,0.10621520469063872,0.034990434548606106,0.1410970640654332,0.23411952738622344,varimax
DASS21_item_6,0.26658058914650445,0.5519168009283563,-0.04416984303661058,-0.27070379883657303,0.025658746461460203,0.04973749161034764,0.10569364282059497,0.14964406210142867,varimax
DASS21_item_7,0.37999853169063263,0.4341604621920887,-0.22386518168341693,-0.35164294934200685,0.07463999528550314,0.013467975247788474,0.21149908431685513,0.26964004897826777,varimax
DASS21_item_8,0.3539026896171004,0.411271409197784,-0.13881279293469617,-0.3684471262866019,0.024259059447717925,0.09322200909094377,0.277362320404123,0.29211266787002893,varimax
DASS21_item_9,0.3448597271288351,0.14919685317888898,-0.27726577727034096,-0.6898692786858158,0.12013847417607199,0.08479577388434033,0.1838047292359521,0.006592912202912108,varimax
DASS21_item_10,0.37559419339034766,0.37712276737923234,-0.2741527706533379,-0.491375732553206,0.07970508893179117,0.04322996065792017,0.09321001817620354,0.16511395181637506,varimax
DASS21_item_11,0.458617648259059,0.2890766618079039,-0.27030557620868995,-0.43691426890014684,0.08574376397207092,0.004228503737712467,0.10400312991288202,0.11783641850267582,varimax
DASS21_item_12,0.37554368211741385,0.19119782790718587,-0.2958564404323076,-0.6374800940938887,0.10235553469007712,0.05053575470511644,0.12313439739814347,0.02526015618543906,varimax
DASS21_item_13,0.34066297594307454,0.3193150634502018,-0.16255596835100541,-0.4068607566402079,-0.022945504747578654,0.027441101487609875,0.08941501047769661,0.12358780585636707,varimax
DASS21_item_14,0.30409718768068905,0.4532361435832261,-0.19286753658892217,-0.4524049502094503,-0.03288267576360147,0.02154188049815186,0.16929479117207386,0.19053722908656437,varimax
DASS21_item_15,0.37973623921625543,0.18811957469211232,-0.2132646795179817,-0.6769728764515779,0.17545775258135687,0.0016808165900722388,0.07457793319556284,-0.024459802043294076,varimax
DASS21_item_16,0.3037917822365237,0.1555882087820556,-0.26707219657907055,-0.6804066392815068,0.14061092821235657,0.10846132344865325,0.22028708847963208,0.004491648590850668,varimax
DASS21_item_17,0.3080016789940055,0.30738279054019707,-0.1784242396598885,-0.42712447449679347,0.07685686931865365,0.06098038790330632,0.13476476066802973,0.0561120308977475,varimax
DASS21_item_18,0.2431525400213793,0.5232129555646869,-0.046063686841991185,-0.30562770698982766,-0.03725969644130671,0.0537450237513621,0.096144406849573,0.19516819138781716,varimax
DASS21_item_19,0.27954665158380243,0.4312824605991581,-0.11999461626685998,-0.38174103120879,0.042222207674034784,0.047190554165953864,0.29079421672777883,0.14175920958816993,varimax
DASS21_item_20,0.30984040661074547,0.11365225171269659,-0.2250088047732999,-0.7031716321980348,0.08094127637700971,0.10989237953821714,0.16485051523478936,-0.09184641797138682,varimax
MFIS_item_0,0.5680261213275691,0.03466360867264,-0.1727343762611139,-0.10658098675670125,0.030064827861005217,-0.02791049995665239,0.07819340030471257,-0.08005427594560324,varimax
MFIS_item_1,0.6769710587850044,0.08197876465218641,-0.23992401220388462,-0.1768518900029468,0.27407660503866005,-0.06309708699104241,0.08001433806408294,-0.009618857158864189,varimax
MFIS_item_2,0.654613049081388,0.17939142121021967,-0.24182133146561255,-0.21006029825858274,0.19587810421993668,-0.10635202338155927,0.14084932381049642,0.0681663711989223,varimax
MFIS_item_3,0.6287954303789991,0.22984045596874056,-0.16388068315676715,-0.18680920778780497,0.2013560477522115,-0.08319474105167857,0.19347898663273683,0.0491662958086541,varimax
MFIS_item_4,0.6837720936994816,0.16240770866544588,-0.1809568116229311,-0.15959398688133208,0.23522938019098116,-0.04087809544518227,0.1340900814101441,0.08808440048934862,varimax
MFIS_item_5,0.6283695848373994,0.2400227530348633,-0.05960227615609305,-0.06064276236829668,-0.09485611775518449,0.09840263062521619,0.14835987546681037,-0.012454517013699774,varimax
MFIS_item_6,0.7627050803361256,0.0711296349990838,-0.25659808332499373,-0.19113239985812613,0.09655607836222987,0.14945063389370242,0.08785198793824886,0.028608063027693025,varimax
MFIS_item_7,0.6728198303488949,-0.0072711973963791535,-0.2448705137246715,-0.26971765963899846,0.07694382110717961,0.244993586129084,0.16603319097679511,0.030790877687624667,varimax
MFIS_item_8,0.7050688002776603,0.07147271265887978,-0.2226190929498064,-0.23218608031464266,0.02505149067111147,0.23226037889124215,0.20779335361688125,0.02240475877147263,varimax
MFIS_item_9,0.7725567317511864,0.18301399530522697,-0.17367050904715142,-0.09871366689656941,0.004893705553311517,0.22535643792940346,0.14427272760642496,0.01361836304353197,varimax
MFIS_item_10,0.6415404088932984,0.21191039332895586,-0.20970395718422205,-0.16758864929649583,0.2554281172745188,-0.008355308733532888,0.17561850691163716,0.17795243837792168,varimax
MFIS_item_11,0.6922055820392293,0.12166810810412533,-0.22231984111422556,-0.26504717503093017,0.19103480753796984,-0.05589661348821108,0.1326066364342128,0.07312592141620437,varimax
MFIS_item_12,0.7171855775585741,0.3089081156267685,-0.1498942230634475,-0.08094993413557246,-0.06887265405191265,0.046483403954174336,0.018244304588023248,-0.033798835210200065,varimax
MFIS_item_13,0.7335082469161787,0.2658572484714335,-0.2033669211844691,-0.1706855894242154,-0.06243254627050126,0.030503469185903884,0.06814027064456135,-0.005589653376765476,varimax
MFIS_item_14,0.7249997895185005,0.16462414504327735,-0.2266987694802649,-0.22056957440417563,0.2218533428142373,-0.1709895455812313,0.10960539864755586,0.09506695213753515,varimax
MFIS_item_15,0.6984589490511797,0.16285684811651321,-0.27508515337919176,-0.2645500990900088,0.2554888608682107,-0.13378151734469668,0.10175610007051351,0.09957804523522859,varimax
MFIS_item_16,0.7846425376730412,0.1909879698054713,-0.17682079136617035,-0.15521022726750727,0.04691627239075051,0.12008359441456788,0.11830723285840083,-0.01575219862534119,varimax
MFIS_item_17,0.7288595314735354,0.21579089081347802,-0.19765935625231476,-0.23307861453176285,0.12631091934129005,-0.08695205877459161,0.1308015547605358,-0.002475173976839918,varimax
MFIS_item_18,0.7368886621769064,0.10906461766516551,-0.24138556413263543,-0.23555686875099247,0.2549930823753856,-0.10578267075752412,0.09827828162265984,0.07054894583239812,varimax
MFIS_item_19,0.7982867930372244,0.10157382308441654,-0.16167634078671858,-0.15490075923127994,-0.03943992260790659,0.15367538655287546,0.07927762251295929,-0.03157852974245634,varimax
MFIS_item_20,0.740196424546125,0.22484905286809523,-0.14937926864615642,-0.1499788751461823,-0.058021890383835456,0.03254087266596172,0.1349041352760529,-0.011681416834114085,varimax
OASIS_item_0,0.4167530382526973,0.2790848223801711,-0.37209335384891395,-0.34547681847651257,-0.015705842704689672,0.13842868558434493,0.23932856755029638,0.24505417484881223,varimax
OASIS_item_1,0.39052806602051837,0.3504370160456256,-0.3190000086739469,-0.3730359227902668,0.0008690914032355651,0.09164973747725778,0.18879158728638834,0.26014470878276,varimax
OASIS_item_2,0.366701572211903,0.30544678095763766,-0.27648735146546904,-0.3498627375047181,0.0032461207985606776,0.22050880177274634,0.2295782444962856,0.2726845467774913,varimax
OASIS_item_3,0.45013603795007995,0.32049868802839265,-0.2345193837646597,-0.3800837248688877,0.05858465861329509,0.04387626020222724,0.21455496893266915,0.276858610746229,varimax
OASIS_item_4,0.40505971525496776,0.3082641718267166,-0.2676100114842772,-0.40901344001550344,0.01901071980443089,0.19064017419092086,0.25816771891389145,0.22366918829062724,varimax
